Unidade Pai;CodigoOriginal;DescricaoOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;Item Fundo;SituacaoFundo;ClonesLista;PrensadoRevisado
SC 3;301850;PONTA SERIE VANGUARDA 20;FP;m2;Sem Tipologia;;;[];Nao
SC 3;301809;PONTA SERIE;FP;m2;MONOPOROSA;;;[];Nao
SC 3;301841;PONTA SERIE COUNTRY;FP;m2;MONOQUEIMA;;;[];Nao
SC 3;301817;PONTA SERIE REQUINTE I;FP;m2;MONOQUEIMA;;;[];Nao
SC 3;301825;PONTA SERIE REQUINTE II;FP;m2;MONOQUEIMA;;;[];Nao
SC 3;301833;PONTA SERIE STYLLUS;FP;m2;MONOQUEIMA;;;[];Nao
SC 3;301760;PONTA SERIE ALTO TRAFEGO II;FP;m2;Sem Tipologia;;;[];Nao
SC 3;301787;PONTA SERIE NOBRE;FP;m2;Sem Tipologia;;;[];Nao
SC 3;301752;PONTA SERIE REAL II;FP;m2;Sem Tipologia;;;[];Nao
SC 3;301779;PONTA SERIE UNIVERSAL II;FP;m2;Sem Tipologia;;;[];Nao
SC 3;301728;PONTA SERIE ALTO TRAFEGO I;FP;m2;Sem Tipologia;;;[];Nao
SC 3;301795;PONTA SERIE DECORADA;FP;m2;Sem Tipologia;;;[];Nao
SC 3;301744;PONTA SERIE REAL I;FP;m2;Sem Tipologia;;;[];Nao
SC 3;301736;PONTA SERIE UNIVERSAL I;FP;m2;Sem Tipologia;;;[];Nao
Palmasa;700720;PONTA SERIE HIGH LINE;FP;m2;BIQUEIMA;;;[];Nao
BA 2;702323;PONTA SERIE HIGH LINE;FP;m2;BIQUEIMA;;;[];Nao
BA 2;702331;PONTA SERIE HIGH LINE 15X20;FP;m2;BIQUEIMA;;;[];Nao
BA 2;702340;PONTA SERIE HIGH LINE 15X20;FP;m2;BIQUEIMA;;;[];Nao
BA 2;702749;PONTA SERIE AZULEJO 20X25 - EL. MINAS;FP;m2;MONOPOROSA;;;[];Nao
Ornato;802158;PONTA SERIE 20X20;FP;m2;MONOQUEIMA;;;[];Nao
Ornato;802166;PONTA SERIE 20X30;FP;m2;Sem Tipologia;;;[];Nao
Ornato;802174;PONTA SERIE 33X33;FP;m2;MONOQUEIMA;;;[];Nao
Ornato;802131;PONTA SERIE REV. 10X10;FP;m2;MONOQUEIMA;;;[];Nao
Ornato;802140;PONTA SERIE REV.10X20;FP;m2;MONOQUEIMA;;;[];Nao
SC 1;119636;ALMOND / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;154539;ALMOND R-E/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;144967;ALMOND R-G/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119253;BONE / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119407;CARMIN / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119350;COBALT / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141542;COBALT R-E/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141615;COBALT R-G/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119318;EBANO / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141534;EBANO R-E/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141607;EBANO R-G/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119415;EMERALD / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119270;GRAY / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141569;GRAY R-E/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141631;GRAY R-G-/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119245;GREEN ACQUA / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119393;JAMBO / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141526;JAMBO R-E/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141593;JAMBO R-G/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119261;MAUVE / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141550;MAUVE R-E/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141623;MAUVE R-G/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119342;NAVY / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119300;ORANGE / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119334;PLATINON / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141500;PLATINON R-E/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141577;PLATINON R-G/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119369;RED / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119377;ROSE / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119288;SEA / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119326;SILVER / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119237;WHITE / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141518;WHITE R-E/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;141585;WHITE R-G/III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119385;WINE / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119296;YELLOW / III;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119644;ALMOND / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119440;BONE / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119598;CARMIN / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119547;COBALT / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119504;EBANO / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119601;EMERALD / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119466;GRAY / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119431;GREEN ACQUA / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119580;JAMBO / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119458;MAUVE / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119539;NAVY / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119490;ORANGE / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119520;PLATINON / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119555;RED / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119563;ROSE / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139262;S-1,5X15 ALMOND;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139270;S-1,5X15 BONE;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139289;S-1,5X15 CARMIN;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139297;S-1,5X15 COBALT;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139300;S-1,5X15 EBANO;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139319;S-1,5X15 EMERALD;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139327;S-1,5X15 GRAY;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139335;S-1,5X15 GREEN ACQUA;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139343;S-1,5X15 JAMBO;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139351;S-1,5X15 MAUVE;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139360;S-1,5X15 NAVY;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139378;S-1,5X15 ORANGE;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139386;S-1,5X15 PLATINON;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139394;S-1,5X15 RED;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139408;S-1,5X15 ROSE;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139416;S-1,5X15 SEA;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139424;S-1,5X15 SILVER;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139432;S-1,5X15 WHITE;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139440;S-1,5X15 WINE;FP;pc;BIQUEIMA;;;[];Nao
SC 1;139459;S-1,5X15 YELLOW;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119474;SEA / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119512;SILVER / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119423;WHITE / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119571;WINE / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;119482;YELLOW / IV;FP;pc;BIQUEIMA;;;[];Nao
SC 1;140783;CORDA ALGAS;FP;pc;BIQUEIMA;;;[];Nao
SC 1;147664;CORDA ALMOND;FP;pc;BIQUEIMA;;;[];Nao
SC 1;154180;CORDA BONE;FP;pc;BIQUEIMA;;;[];Nao
SC 1;140767;CORDA COBALT;FP;pc;BIQUEIMA;;;[];Nao
SC 1;140775;CORDA CORAL;FP;pc;BIQUEIMA;;;[];Nao
SC 1;140759;CORDA EBANO;FP;pc;BIQUEIMA;;;[];Nao
SC 1;147524;CORDA JAMBO;FP;pc;BIQUEIMA;;;[];Nao
SC 1;147516;CORDA PLATINON;FP;pc;BIQUEIMA;;;[];Nao
SC 1;140740;CORDA WHITE;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138746;ALMOND / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138754;BONE / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138762;CARMIN / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138770;COBALT / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138789;EBANO / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138797;EMERALD / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138800;GRAY / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138819;GREEN ACQUA / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138827;JAMBO / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138835;MAUVE / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138843;NAVY / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138851;ORANGE / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138908;PLATINON / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138860;RED / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138878;ROSE / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138886;SEA / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138894;SILVER / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138916;WHITE / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138924;WINE / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;138932;YELLOW / VII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142310;ALMOND / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142328;BONE / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142336;CARMIN / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142344;COBALT / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142352;EBANO / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142360;EMERALD / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142379;GRAY / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142387;GREEN ACQUA / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142395;JAMBO / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142409;MAUVE / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142417;NAVY / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142425;ORANGE / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142433;PLATINON / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142441;RED / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142450;ROSE / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142468;SEA / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142476;SILVER / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142484;WHITE / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142492;WINE / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142506;YELLOW / IV *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142115;ALMOND / III *;FP;pc;BIQUEIMA;119636;FP;[];Nao
SC 1;151025;ALMOND R-G/III*;FP;pc;BIQUEIMA;144967;FP;[];Nao
SC 1;142123;BONE / III *;FP;pc;BIQUEIMA;119253;FP;[];Nao
SC 1;142131;CARMIN / III *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142140;COBALT / III *;FP;pc;BIQUEIMA;119350;FP;[];Nao
SC 1;143600;COBALT R-E / III *;FP;pc;BIQUEIMA;141542;FP;[];Nao
SC 1;143685;COBALT R-G / III *;FP;pc;BIQUEIMA;141615;FP;[];Nao
SC 1;142158;EBANO / III *;FP;pc;BIQUEIMA;119318;FP;[];Nao
SC 1;143618;EBANO R-E / III *;FP;pc;BIQUEIMA;141534;FP;[];Nao
SC 1;143677;EBANO R-G / III *;FP;pc;BIQUEIMA;141607;FP;[];Nao
SC 1;142166;EMERALD / III *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142174;GRAY / III *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;143634;GRAY R-E / III *;FP;pc;BIQUEIMA;141569;FP;[];Nao
SC 1;143707;GRAY R-G / III *;FP;pc;BIQUEIMA;141631;FP;[];Nao
SC 1;142182;GREEN ACQUA / III *;FP;pc;BIQUEIMA;119245;FP;[];Nao
SC 1;142190;JAMBO / III *;FP;pc;BIQUEIMA;119393;FP;[];Nao
SC 1;143596;JAMBO R-E / III *;FP;pc;BIQUEIMA;141526;FP;[];Nao
SC 1;143669;JAMBO R-G / III *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142204;MAUVE / III *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;143626;MAUVE R-E / III *;FP;pc;BIQUEIMA;141550;FP;[];Nao
SC 1;143693;MAUVE R-G / III *;FP;pc;BIQUEIMA;141623;FP;[];Nao
SC 1;142212;NAVY / III *;FP;pc;BIQUEIMA;119342;FP;[];Nao
SC 1;142220;ORANGE / III *;FP;pc;BIQUEIMA;119300;FP;[];Nao
SC 1;142239;PLATINON / III *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;143570;PLATINON R-E / III *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;143642;PLATINON R-G / III *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142247;RED / III *;FP;pc;BIQUEIMA;119369;FP;[];Nao
SC 1;142255;ROSE / III *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142263;SEA / III *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142271;SILVER / III *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142280;WHITE / III *;FP;pc;BIQUEIMA;119237;FP;[];Nao
SC 1;143588;WHITE R-E / III *;FP;pc;BIQUEIMA;141518;FP;[];Nao
SC 1;143650;WHITE R-G / III *;FP;pc;BIQUEIMA;141585;FP;[];Nao
SC 1;142298;WINE / III *;FP;pc;BIQUEIMA;119385;FP;[];Nao
SC 1;142301;YELLOW / III *;FP;pc;BIQUEIMA;119296;FP;[];Nao
SC 1;142514;ALMOND / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142522;BONE / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142530;CARMIN / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142549;COBALT / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142557;EBANO / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142565;EMERALD / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142573;GRAY / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142581;GREEN ACQUA / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142590;JAMBO / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142603;MAUVE / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142611;NAVY / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142620;ORANGE / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142638;PLATINON / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142646;RED / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142654;ROSE / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142662;SEA / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142670;SILVER / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142689;WHITE / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142697;WINE / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;142700;YELLOW / VII *;FP;pc;BIQUEIMA;;;[];Nao
SC 1;158658;"ARPOADOR MOLD. AC-2""X10""";FP;pc;BIQUEIMA;;;[];Nao
SC 1;158640;"ARPOADOR MOLD. CR-2""X10""";FP;pc;BIQUEIMA;;;[];Nao
SC 1;158682;"BUZIOS MOLD. AZ -2""X10""";FP;pc;BIQUEIMA;;;[];Nao
SC 1;158666;"BUZIOS MOLD. BG -2""X10""";FP;pc;BIQUEIMA;;;[];Nao
SC 1;158674;"BUZIOS MOLD. CZ -2""X10""";FP;pc;BIQUEIMA;;;[];Nao
SC 1;158690;"IPANEMA MOLD. CR-2""X10""";FP;pc;BIQUEIMA;;;[];Nao
SC 1;165182;"NITEROI MOLD. BONE MATE 2""X10""";FP;pc;BIQUEIMA;;;[];Nao
SC 1;158704;"NITEROI MOLD. BR -2""X10""";FP;pc;BIQUEIMA;;;[];Nao
SC 1;159433;"NITEROI MOLD. BR MATE-2""X10""";FP;pc;BIQUEIMA;;;[];Nao
SC 1;158720;"URCA MOLD. CR-2""X10""";FP;pc;BIQUEIMA;;;[];Nao
SC 1;158712;"URCA MOLD. GL-2""X10""";FP;pc;BIQUEIMA;;;[];Nao
SC 1;168076;BOREAL / VI/PL;FP;pc;MONOPOROSA;;;[];Nao
SC 1;168084;GELO / VI/PL;FP;pc;MONOPOROSA;;;[];Nao
SC 1;168092;JADE / VI/PL;FP;pc;MONOPOROSA;;;[];Nao
SC 1;168068;MARFIM / VI/PL;FP;pc;MONOPOROSA;;;[];Nao
SC 1;161004;WHITE EUROPA / VIII;FP;pc;BIQUEIMA;;;[];Nao
SC 1;163678;ALMOND UNIV./I /BL;FP;pc;MONOPOROSA;145602;FP;[];Nao
SC 1;163686;BONE UNIV./I /BL;FP;pc;MONOPOROSA;145610;FP;[];Nao
SC 1;163694;COBALT UNIV./I /BL;FP;pc;MONOPOROSA;145637;FP;[];Nao
SC 1;163457;EBANO UNIV./I /BL;FP;pc;MONOPOROSA;145645;FP;[];Nao
SC 1;163708;GRAY UNIV./I /BL;FP;pc;MONOPOROSA;145661;FP;[];Nao
SC 1;163716;GREEN ACQUA UNIV./I /BL;FP;pc;MONOPOROSA;145670;FP;[];Nao
SC 1;163465;JAMBO UNIV./I /BL;FP;pc;MONOPOROSA;145688;FP;[];Nao
SC 1;163724;MAUVE UNIV./I /BL;FP;pc;MONOPOROSA;145696;FP;[];Nao
SC 1;163732;NAVY UNIV./I /BL;FP;pc;MONOPOROSA;145700;FP;[];Nao
SC 1;163740;ORANGE UNIV./I /BL;FP;pc;MONOPOROSA;145718;FP;[];Nao
SC 1;163473;PLATINON UNIV./I/BL;FP;pc;MONOPOROSA;145726;FP;[];Nao
SC 1;163759;RED UNIV./I /BL;FP;pc;MONOPOROSA;145734;FP;[];Nao
SC 1;163767;SILVER UNIV./I /BL;FP;pc;MONOPOROSA;145769;FP;[];Nao
SC 1;163481;WHITE UNIV./I /BL;FP;pc;MONOPOROSA;145777;FP;[];Nao
SC 1;163775;WINE UNIV./I /BL;FP;pc;MONOPOROSA;145785;FP;[];Nao
SC 1;163783;YELLOW UNIV./I /BL;FP;pc;MONOPOROSA;145793;FP;[];Nao
SC 1;163791;ALMOND UNIV./II /BL;FP;pc;MONOPOROSA;145807;FP;[];Nao
SC 1;163805;BONE UNIV./II /BL;FP;pc;MONOPOROSA;145815;FP;[];Nao
SC 1;163813;COBALT UNIV./II /BL;FP;pc;MONOPOROSA;145831;FP;[];Nao
SC 1;163490;EBANO UNIV./II/BL;FP;pc;MONOPOROSA;145840;FP;[];Nao
SC 1;163821;GRAY UNIV./II /BL;FP;pc;MONOPOROSA;145866;FP;[];Nao
SC 1;163830;GREEN ACQUA UNIV./II /BL;FP;pc;MONOPOROSA;145874;FP;[];Nao
SC 1;163503;JAMBO UNIV./II/BL;FP;pc;MONOPOROSA;145882;FP;[];Nao
SC 1;163848;MAUVE UNIV./II /BL;FP;pc;MONOPOROSA;145890;FP;[];Nao
SC 1;163856;NAVY UNIV./II /BL;FP;pc;MONOPOROSA;145904;FP;[];Nao
SC 1;163864;ORANGE UNIV./II /BL;FP;pc;MONOPOROSA;145912;FP;[];Nao
SC 1;163511;PLATINON UNIV./II /BL;FP;pc;MONOPOROSA;145920;FP;[];Nao
SC 1;163872;RED UNIV./II /BL;FP;pc;MONOPOROSA;145939;FP;[];Nao
SC 1;163880;SILVER UNIV./II /BL;FP;pc;MONOPOROSA;145963;FP;[];Nao
SC 1;163520;WHITE UNIV./II/BL;FP;pc;MONOPOROSA;145971;FP;[];Nao
SC 1;163899;WINE UNIV./II /BL;FP;pc;MONOPOROSA;145980;FP;[];Nao
SC 1;163902;YELLOW UNIV./II /BL;FP;pc;MONOPOROSA;145998;FP;[];Nao
SC 1;164070;ALMOND UNIV. R-C/III /BL;FP;pc;BIQUEIMA;157570;FP;[];Nao
SC 1;163910;ALMOND UNIV./III /BL;FP;pc;MONOPOROSA;146404;FP;[];Nao
SC 1;163929;BONE UNIV./III /BL;FP;pc;MONOPOROSA;146412;FP;[];Nao
SC 1;164089;BONE UNIV.R-C/III /BL;FP;pc;BIQUEIMA;157473;FP;[];Nao
SC 1;163937;COBALT UNIV./III /BL;FP;pc;MONOPOROSA;146439;FP;[];Nao
SC 1;164097;COBALT UNIV.R-C/III /BL;FP;pc;BIQUEIMA;157546;FP;[];Nao
SC 1;163538;EBANO UNIV./III /BL;FP;pc;MONOPOROSA;146447;FP;[];Nao
SC 1;164100;EBANO UNIV.R-C/III /BL;FP;pc;BIQUEIMA;157554;FP;[];Nao
SC 1;163945;GRAY UNIV./III /BL;FP;pc;MONOPOROSA;146463;FP;[];Nao
SC 1;164119;GRAY UNIV.R-C/III /BL;FP;pc;BIQUEIMA;157481;FP;[];Nao
SC 1;163953;GREEN ACQUA UNIV./III /BL;FP;pc;MONOPOROSA;146471;FP;[];Nao
SC 1;163546;JAMBO UNIV./III /BL;FP;pc;MONOPOROSA;146480;FP;[];Nao
SC 1;164127;JAMBO UNIV.R-C/III /BL;FP;pc;BIQUEIMA;157562;FP;[];Nao
SC 1;163961;MAUVE UNIV./III /BL;FP;pc;MONOPOROSA;146498;FP;[];Nao
SC 1;164135;MAUVE UNIV.R-C/III /BL;FP;pc;BIQUEIMA;157490;FP;[];Nao
SC 1;163970;NAVY UNIV./III /BL;FP;pc;MONOPOROSA;146501;FP;[];Nao
SC 1;164143;NAVY UNIV.R-C/III /BL;FP;pc;BIQUEIMA;157589;FP;[];Nao
SC 1;163988;ORANGE UNIV./III /BL;FP;pc;MONOPOROSA;146510;FP;[];Nao
SC 1;163554;PLATINON UNIV./III/BL;FP;pc;MONOPOROSA;146528;FP;[];Nao
SC 1;164151;PLATINON UNIV.R-C/III /BL;FP;pc;BIQUEIMA;157538;FP;[];Nao
SC 1;163996;RED UNIV./III /BL;FP;pc;MONOPOROSA;146536;FP;[];Nao
SC 1;164003;SILVER UNIV./III /BL;FP;pc;MONOPOROSA;146560;FP;[];Nao
SC 1;163562;WHITE UNIV./III /BL;FP;pc;MONOPOROSA;146579;FP;[];Nao
SC 1;164160;WHITE UNIV.R-C/III /BL;FP;pc;BIQUEIMA;157376;FP;[];Nao
SC 1;164011;WINE UNIV./III /BL;FP;pc;MONOPOROSA;146587;FP;[];Nao
SC 1;164020;YELLOW UNIV./III /BL;FP;pc;MONOPOROSA;146595;FP;[];Nao
SC 1;163589;"ILLUSIONE MOLDURA ACQUA-2""X8"" /BL";FP;pc;MONOPOROSA;154822;FP;[];Nao
SC 1;163597;"ILLUSIONE MOLDURA BEIGE-2""X8"" /BL";FP;pc;MONOPOROSA;154830;FP;[];Nao
SC 1;164038;"ILLUSIONE MOLDURA CREAM-2""X8"" /BL";FP;pc;MONOPOROSA;154849;FP;[];Nao
SC 1;166553;"ILLUSIONE MOLDURA GRAY-2""X8""/BL";FP;pc;MONOPOROSA;166537;FP;[];Nao
SC 1;166561;"ILLUSIONE MOLDURA GREEN-2""X8""/BL";FP;pc;MONOPOROSA;166545;FP;[];Nao
SC 1;163570;"ILLUSIONE MOLDURA ICE-2""X8"" /BL";FP;pc;MONOPOROSA;154814;FP;[];Nao
SC 1;163600;"ONIX MOLDURA WHITE-2""X8""/BL";FP;pc;MONOPOROSA;158887;FP;[];Nao
SC 1;164232;ALMOND UNIV.R-A/II/BL;FP;pc;BIQUEIMA;;;[];Nao
SC 1;164240;BONE UNIV.R-A/II/BL;FP;pc;BIQUEIMA;;;[];Nao
SC 1;164259;COBALT UNIV.R-A/II/BL;FP;pc;BIQUEIMA;;;[];Nao
SC 1;164267;EBANO UNIV.R-A/II/BL;FP;pc;BIQUEIMA;;;[];Nao
SC 1;164275;GRAY UNIV.R-A/II/BL;FP;pc;BIQUEIMA;;;[];Nao
SC 1;164283;JAMBO UNIV.R-A/II/BL;FP;pc;BIQUEIMA;;;[];Nao
SC 1;164291;MAUVE UNIV.R-A/II/BL;FP;pc;BIQUEIMA;;;[];Nao
SC 1;164305;NAVY UNIV.R-A/II/BL;FP;pc;BIQUEIMA;;;[];Nao
SC 1;164313;PLATINON UNIV.R-A/II/BL;FP;pc;BIQUEIMA;;;[];Nao
SC 1;164321;WHITE UNIV.R-A/II/BL;FP;pc;BIQUEIMA;;;[];Nao
SC 1;165077;BIANCO R-E/IX;FP;pc;BIQUEIMA;;;[];Nao
SC 1;165280;BIANCO R-G/IX;FP;pc;BIQUEIMA;;;[];Nao
SC 1;165069;BIANCO/IX;FP;pc;BIQUEIMA;;;[];Nao
SC 1;164666;COLORI AZUL/IX;FP;pc;BIQUEIMA;;;[];Nao
SC 1;164631;COLORI BEGE R-G/IX;FP;pc;BIQUEIMA;;;[];Nao
SC 1;177512;AQUILA ALPE / VI;FP;pc;MONOPOROSA;;;[];Nao
SC 1;167681;BOREAL / VI;FP;pc;MONOPOROSA;182460;FP;[];Nao
SC 1;172014;CONFORTO FILETE AZUL/II 2X33,5;FP;pc;MONOPOROSA;182583;FP;[];Nao
SC 1;173398;FUNDO ALPE / VI;FP;pc;MONOPOROSA;;;[];Nao
SC 1;167673;MARFIM / VI;FP;pc;MONOPOROSA;182451;FP;[];Nao
SC 1;168963;MARFIM MA / VI;FP;pc;MONOPOROSA;;;[];Nao
SC 1;177539;MELFI ANIS / VI;FP;pc;MONOPOROSA;;;[];Nao
SC 1;177520;MELFI MARFIM / VI;FP;pc;MONOPOROSA;;;[];Nao
SC 1;168793;BRAVACASA BIANCO / I/PL;FP;pc;OUTRA;;;[];Nao
SC 1;168807;BRAVACASA CREMA / I/PL;FP;pc;OUTRA;;;[];Nao
SC 1;168815;BRAVACASA NOCE / I/PL;FP;pc;OUTRA;;;[];Nao
