Unidade Pai;CodigoOriginal;DescricaoOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;Item Fundo;SituacaoFundo;ClonesLista;PrensadoRevisado
BA 1;8019741;NOA 12 BG BR 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8019685;NOAVA BEGE BR 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8019740;TACT 11 AC BR 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8019739;TACT 11 BR BR 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8019669;TACTO BRANCO AC 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8019668;TACTO BRANCO BR 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8020451;TIV 12 BI AC 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8020452;TIV 12 BI BR 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8020453;TIV 12 BI CR 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8020454;TIV 12 CR BR 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8020434;TIVOLI BIANCO AC 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8020435;TIVOLI BIANCO BR 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8020436;TIVOLI CREMA AC 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8020437;TIVOLI CREMA BR 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8018471;COL 11 BG BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8018343;COLOSSEU BEGE BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016434;DIAMANTE BRANCO AC 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016433;DIAMANTE BRANCO BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016438;DMT 11 BR AC 33,5X58*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016437;DMT 11 BR BR 33,5X58*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016478;GEN 11 BO BR 33,5x58*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016088;GENOVA BOREAL BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016087;MONTE BIANCO AC 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016086;MONTE BIANCO BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016436;MTE 11 BI AC 33,5X58*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016435;MTE 11 BI BR 33,5X58*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016602;PRI 11 BI BR 33,5x58*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016089;PRINCES BIANCO BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8018474;REF 11 FE BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8018347;REFINNE FENDI BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8018470;STR 11 BI BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8018344;STRIATTO BIANCO BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8018473;TACT 11 BR AC 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8018472;TACT 11 BR BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8018346;TACTO BRANCO AC 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8018345;TACTO BRANCO BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016650;THAS 11 BI BR 33,5x58*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8016090;THASSOS BIANCO BR 33,5X58;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028127;ESSENCIAL BR 45X67**;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8025733;FUNDO MONTE BIANCO BR 45X67*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8026550;FUNDO MONTE BIANCO BR 45X67*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024326;MONTE BIANCO AC 45X67*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024327;MONTE BIANCO BR 45X67*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8026431;MONTE BIANCO FENDI AC 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8026430;MONTE BIANCO FENDI BR 45X67;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024328;NOAVA BEGE BR 45X67*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024329;TACTO BRANCO BR 45X67*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028114;CLASSE DAMA BR 33,5X60*;FP;M2;MONOPOROSA;;;[];Nao
BA 1;8028323;CLASSE PRISMA BR 33,5X60*;FP;M2;MONOPOROSA;;;[];Nao
BA 1;8028113;CLASSE WHITE BR 33,5X60*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024373;COLOSSEU BEGE BR 33,5X60*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028325;CREATIVE BOSSA WHITE BR 33,5X60*;FP;M2;MONOPOROSA;;;[];Nao
BA 1;8028326;CREATIVE JAZZ WHITE BR 33,5X60*;FP;M2;MONOPOROSA;;;[];Nao
BA 1;8025211;CREATIVE PRISMA WHITE AC 33,5X60;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8025212;CREATIVE PRISMA WHITE BR 33,5X60;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028640;DIAMANTE BRANCO AC 33,5X60*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8026421;DIAMANTE FENDI AC 33,5X60;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8026422;DIAMANTE FENDI BR 33,5X60;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024374;GENOVA BOREAL BR 33,5X60*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028116;LUXOR DAMA BR 33,5X60*;FP;M2;MONOPOROSA;;;[];Nao
BA 1;8028324;LUXOR JAZZ WHITE BR 33,5X60*;FP;M2;MONOPOROSA;;;[];Nao
BA 1;8028115;LUXOR WHITE BR 33,5X60*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8026420;MAGNA BOSSA SAND BR 33,5x60;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8026419;MAGNA BOSSA WHITE BR 33,5x60;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8026435;MAGNA SAND BR 33,5x60;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8026434;MAGNA WHITE BR 33,5x60;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028579;MARMI EGEU BR 33,5x60;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024375;MONTE BIANCO AC 33,5X60*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024376;MONTE BIANCO BR 33,5X60*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028350;MONTE BIANCO FENDI AC 33,5X60;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028352;MONTE BIANCO FENDI BR 33,5X60;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024377;PRINCES BIANCO BR 33,5X60*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024378;REFINNE FENDI BR 33,5X60*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024379;TACTO BRANCO BR 33,5X60*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8024380;THASSOS BIANCO BR 33,5X60*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8027988;PRODUTO CERAM. DESCARACT, DIVERSAS BITOL;FP;m2;PORC GL;;;[];Nao
BA 1;8034530;AQUA BRANCO AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8046357;ARGOS BRANCO MT 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8028577;ARQGEO BEGE AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028794;ARQGEO BROWN AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028578;ARQGEO SEPIA AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030767;BALLOON 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8046017;BERNINI ORO AC 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8028573;CALACATA AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028574;CALACATA BR 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035151;CALACATA CRISTALO BR 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035150;CALACATA CUBIC BR 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8042298;CARRARA AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035149;CARRARA AQUA BR 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8029096;CARRARA BR 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035148;CARRARA FLASH BR 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8034529;CARTIER BLANC AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028576;CIMENTO AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028572;CREMA MARFIL AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028778;CREMA MARFIL BR 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8033160;CREMA MARFIL ORIGAMI AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8033162;CREMA MARFIL ORIGAMI BR 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030759;CRISTALO AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8034525;CUBIC BLACK AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8034527;CUBIC WHITE AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028558;DIAMANTE BRANCO AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028559;DIAMANTE BRANCO BR 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028562;DIAMANTE CIMENTO AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028560;DIAMANTE FENDI AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028796;DIAMANTE FENDI BR 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028561;DIAMANTE GREIGE AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030765;FLASH AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035156;HOME MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030840;IKEBANA AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030769;LIGHT 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030747;LOOK BLUE AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030748;LOOK BLUE DECOR AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028575;MARMORE CLASSICO BR 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035157;NEOCARRARA AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035441;NEOLIMESTONE GIZ GRAY MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035440;NEOLIMESTONE GIZ WHITE MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035439;NEOLIMESTONE GRAY MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035438;NEOLIMESTONE WHITE MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030763;ORIGAMI AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035145;PATCHWORK BAUHAUS AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035147;PATCHWORK CARTAZ BR 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035146;PATCHWORK LADRILHO AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035144;PATCHWORK PORTUGUES AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035219;PIETRA MAREA CREMA MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035154;PIETRA MAREA GIZ CREMA MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035155;PIETRA MAREA GIZ GRIS MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035220;PIETRA MAREA GRIS MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028570;RELEVO FOLHAS AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028571;RELEVO GEOMETRICO AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028567;RELEVO PEDRA PALITO DECORADO AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8028568;RELEVO RIPAS AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030761;SENSORIAL AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035158;TREVI GIZ GOLD MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8035159;TREVI GIZ SILVER MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030449;FIBRA BRANCO AC 33,5x45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030450;FORMA BRANCO AC 33,5X45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8029750;FORMA BRANCO BR 33,5X45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030451;FORMA BRANCO BR 33,5X45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030452;FORMA FENDI AC 33,5X45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030453;FORMA FENDI BR 33,5X45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030454;GRIFE GRIS AC 33,5X45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030455;MARMI PERSA AC 33,5x45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030456;MARMI TRAVERTINO AC 33,5x45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8030457;NOAVA BEGE BR 33,5X45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8033588;FROST DT AC 44X66*;FP;m2;MONOPOROSA;8024326;FP;[];Nao
