CodigoOriginal;DescOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;PrensadoOriginal;Dimensao;Nome Mae;Acabamento Superficie;Unidade Pai;Polo;Item Fundo;PrensadoFundo;SituacaoFundo;UnidadePaiFundo;PoloFundo;ClonesLista;PrensadoRevisado;Validado;UnidadePaiNorm;DimensaoNorm;AcabamentoNorm
8019746;LINEAR SN 4289-MOCCA BR;FP;pc;MONOPOROSA;Nao;5x5;LINEAR SN 4289-MOCCA BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028804;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;BRILHANTE
8019747;LINEAR SN 4289-MOCCA MA;FP;pc;MONOPOROSA;Nao;5x5;LINEAR SN 4289-MOCCA MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028804;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;ACETINADO
8019758;LINEAR SN 4289-RED BR;FP;pc;MONOPOROSA;Nao;5x5;LINEAR SN 4289-RED BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028804;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;BRILHANTE
8019752;LINEAR SN 4289-SILVER BR;FP;pc;MONOPOROSA;Nao;5x5;LINEAR SN 4289-SILVER BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028804;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;BRILHANTE
8019753;LINEAR SN 4289-SILVER MA;FP;pc;MONOPOROSA;Nao;5x5;LINEAR SN 4289-SILVER MA;MATE;Pecas Especiais;Mohawk (SC);8028804;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;MATE
8019748;LINEAR SN 4289-WHITE BR;FP;pc;BIQUEIMA;Nao;5x5;LINEAR SN 4289-WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028804;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;BRILHANTE
8027222;LINEAR SN 4289-WHITE BR;FP;pc;BIQUEIMA;Nao;5x5;LINEAR SN 4289-WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028804;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;BRILHANTE
8019749;LINEAR SN 4289-WHITE MA;FP;pc;BIQUEIMA;Nao;5x5;LINEAR SN 4289-WHITE MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028804;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;ACETINADO
8027223;LINEAR SN 4289-WHITE MA;FP;pc;MONOPOROSA;Nao;5x5;LINEAR SN 4289-WHITE MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028804;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;ACETINADO
8024364;"LINEAR WHITE BR 2""X2""";FP;pc;MONOPOROSA;Nao;5x5;LINEAR WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028804;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;BRILHANTE
8041585;NATURAL CANTO SN 4269 BRANCO AC 5X5;FP;pc;BIQUEIMA;Nao;5x5;NATURAL CANTO BRANCO MA;ACETINADO;Pecas Especiais;Mohawk (SC);8041250;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;ACETINADO
8041584;NATURAL CANTO SN 4269 BRANCO BR 5X5;FP;pc;BIQUEIMA;Nao;5x5;NATURAL CANTO BRANCO BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041250;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;BRILHANTE
8041587;NATURAL CANTO SN 4269 CINZA AC 5X5;FP;pc;BIQUEIMA;Nao;5x5;NATURAL CANTO CINZA MA;ACETINADO;Pecas Especiais;Mohawk (SC);8041250;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;ACETINADO
8041586;NATURAL CANTO SN 4269 CINZA BR 5X5;FP;pc;BIQUEIMA;Nao;5x5;NATURAL CANTO CINZA BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041250;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;BRILHANTE
8041150;SN 4269 GREY BR 2X2;FP;pc;BIQUEIMA;Nao;5x5;SN 4269 GREY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041250;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;BRILHANTE
8041151;SN 4269 GREY MA 2X2;FP;pc;BIQUEIMA;Nao;5x5;SN 4269 GREY MA;MATE;Pecas Especiais;Mohawk (SC);8041250;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;MATE
8041148;SN 4269 WHITE BR 2x2;FP;pc;BIQUEIMA;Nao;5x5;SN 4269 WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041250;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;BRILHANTE
8041149;SN 4269 WHITE MA 2X2;FP;pc;BIQUEIMA;Nao;5x5;SN 4269 WHITE MA;MATE;Pecas Especiais;Mohawk (SC);8041250;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;MATE
8014592;"SN 4269-CLASSIC WHITE-2""X2""*";FP;pc;MONOPOROSA;Nao;5x5;SN 4269-CLASSIC WHITE;BRILHANTE;Pecas Especiais;Mohawk (SC);8028804;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X5;BRILHANTE
8028803;BISCOITO S 4289;FP;pc;MONOPOROSA;Nao;5x20;BISCOITO S 4289;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8025151;COLOR S 4289-1812 OVERTURE BR;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-1812 OVERTURE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8025152;COLOR S 4289-1812 OVERTURE MA;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-1812 OVERTURE MA;MATE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;MATE
8013281;COLOR S 4289-A PERFECT TEN BR;FP;pc;BIQUEIMA;Nao;5x20;COLOR S 4289-A PERFECT TEN BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8013291;COLOR S 4289-A PERFECT TEN MA;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-A PERFECT TEN MA;MATE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;MATE
8025149;COLOR S 4289-EDGE OF SEVENTEEN BR;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-EDGE OF SEVENTEEN BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8025150;COLOR S 4289-EDGE OF SEVENTEEN MA;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-EDGE OF SEVENTEEN MA;MATE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;MATE
8013279;COLOR S 4289-EIGHT DAYS A WEEK BR;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-EIGHT DAYS A WEEK BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8013289;COLOR S 4289-EIGHT DAYS A WEEK MA;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-EIGHT DAYS A WEEK MA;MATE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;MATE
8013276;COLOR S 4289-FIFTH AVE BR;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-FIFTH AVE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8013286;COLOR S 4289-FIFTH AVE MA;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-FIFTH AVE MA;MATE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;MATE
8013275;COLOR S 4289-FOUR SEASONS BR;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-FOUR SEASONS BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8013285;COLOR S 4289-FOUR SEASONS MA;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-FOUR SEASONS MA;MATE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;MATE
8013280;COLOR S 4289-NINE LIVES BR;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-NINE LIVES BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8013290;COLOR S 4289-NINE LIVES MA;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-NINE LIVES MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;ACETINADO
8013274;COLOR S 4289-ONE OF A KIND BR;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-ONE OF A KIND BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8013284;COLOR S 4289-ONE OF A KIND MA;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-ONE OF A KIND MA;MATE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;MATE
8013278;COLOR S 4289-SEVENTH INNING STRETCH BR;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-SEVENTH INNING STRETCH BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8013288;COLOR S 4289-SEVENTH INNING STRETCH MA;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-SEVENTH INNING STRETCH MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;ACETINADO
8013277;COLOR S 4289-SIXTH SENSE BR;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-SIXTH SENSE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8013287;COLOR S 4289-SIXTH SENSE MA;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-SIXTH SENSE MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;ACETINADO
8013271;COLOR S 4289-TEA FOR TWO BR;FP;pc;BIQUEIMA;Nao;5x20;COLOR S 4289-TEA FOR TWO BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8013282;COLOR S 4289-TEA FOR TWO MA;FP;pc;BIQUEIMA;Nao;5x20;COLOR S 4289-TEA FOR TWO MA;MATE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;MATE
8013272;COLOR S 4289-THREE HOUR TOUR BR;FP;pc;BIQUEIMA;Nao;5x20;COLOR S 4289-THREE HOUR TOUR BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8013283;COLOR S 4289-THREE HOUR TOUR MA;FP;pc;MONOPOROSA;Nao;5x20;COLOR S 4289-THREE HOUR TOUR MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;ACETINADO
8024365;"LINEAR CREAM BR 2""X8""";FP;pc;MONOPOROSA;Nao;5x20;LINEAR CREAM BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8019759;LINEAR S 4289-BLACK BR;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-BLACK BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8019760;LINEAR S 4289-BLACK MA;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-BLACK MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;ACETINADO
8019765;LINEAR S 4289-BLUE BR;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-BLUE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8019766;LINEAR S 4289-BLUE MA;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-BLUE MA;MATE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;MATE
8028018;LINEAR S 4289-BONE BR;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-BONE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8028019;LINEAR S 4289-BONE MA;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-BONE MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;ACETINADO
8019769;LINEAR S 4289-CREAM BR;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-CREAM BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8019770;LINEAR S 4289-CREAM MA;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-CREAM MA;MATE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;MATE
8019771;LINEAR S 4289-GRAY BR;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-GRAY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8019772;LINEAR S 4289-GRAY MA;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-GRAY MA;MATE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;MATE
8019761;LINEAR S 4289-MOCCA BR;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-MOCCA BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8019762;LINEAR S 4289-MOCCA MA;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-MOCCA MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;ACETINADO
8019773;LINEAR S 4289-RED BR;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-RED BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8019767;LINEAR S 4289-SILVER BR;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-SILVER BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8019768;LINEAR S 4289-SILVER MA;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-SILVER MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;ACETINADO
8019763;LINEAR S 4289-WHITE BR;FP;pc;BIQUEIMA;Nao;5x20;LINEAR S 4289-WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8027224;LINEAR S 4289-WHITE BR;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8019764;LINEAR S 4289-WHITE MA;FP;pc;BIQUEIMA;Nao;5x20;LINEAR S 4289-WHITE MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028803;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X20;ACETINADO
8027225;LINEAR S 4289-WHITE MA;FP;pc;MONOPOROSA;Nao;5x20;LINEAR S 4289-WHITE MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;ACETINADO
8024363;"LINEAR WHITE BR 2""X8""";FP;pc;MONOPOROSA;Nao;5x20;LINEAR WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8025065;"S 4289-METRO RED-2""X8""-7,0";FP;pc;MONOPOROSA;Nao;5x20;S 4289-METRO RED;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X20;BRILHANTE
8028808;BISCOITO S4412;FP;pc;MONOPOROSA;Nao;10x30;BISCOITO S4412;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8027109;COLOR S 4412-1812 OVERTURE BR;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-1812 OVERTURE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8027110;COLOR S 4412-1812 OVERTURE MA;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-1812 OVERTURE MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;ACETINADO
8027139;COLOR S 4412-A PERFECT TEN BR;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-A PERFECT TEN BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8027140;COLOR S 4412-A PERFECT TEN MA;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-A PERFECT TEN MA;MATE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8027107;COLOR S 4412-EDGE OF SEVENTEEN BR;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-EDGE OF SEVENTEEN BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8027108;COLOR S 4412-EDGE OF SEVENTEEN MA;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-EDGE OF SEVENTEEN MA;MATE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8027117;COLOR S 4412-EIGHT DAYS A WEEK BR;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-EIGHT DAYS A WEEK BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8027118;COLOR S 4412-EIGHT DAYS A WEEK MA;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-EIGHT DAYS A WEEK MA;MATE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8027137;COLOR S 4412-NINE LIVES BR;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-NINE LIVES BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8027138;COLOR S 4412-NINE LIVES MA;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-NINE LIVES MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;ACETINADO
8027111;COLOR S 4412-ONE OF A KIND BR;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-ONE OF A KIND BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8027112;COLOR S 4412-ONE OF A KIND MA;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-ONE OF A KIND MA;MATE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8027115;COLOR S 4412-SEVENTH INNING STRETCH BR;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-SEVENTH INNING STRETCH BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8027116;COLOR S 4412-SEVENTH INNING STRETCH MA;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-SEVENTH INNING STRETCH MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;ACETINADO
8027113;COLOR S 4412-SIXTH SENSE BR;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-SIXTH SENSE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8027114;COLOR S 4412-SIXTH SENSE MA;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-SIXTH SENSE MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;ACETINADO
8027082;COLOR S 4412-TEA FOR TWO BR;FP;pc;BIQUEIMA;Nao;10x30;COLOR S 4412-TEA FOR TWO BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8027086;COLOR S 4412-TEA FOR TWO MA;FP;pc;BIQUEIMA;Nao;10x30;COLOR S 4412-TEA FOR TWO MA;MATE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8027105;COLOR S 4412-THREE HOUR TOUR BR;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-THREE HOUR TOUR BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8027106;COLOR S 4412-THREE HOUR TOUR MA;FP;pc;MONOPOROSA;Nao;10x30;COLOR S 4412-THREE HOUR TOUR MA;MATE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8028102;LINEAR S 4412-WHITE BR;FP;pc;BIQUEIMA;Nao;10x30;LINEAR S 4412-WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8028103;LINEAR S 4412-WHITE MA;FP;pc;BIQUEIMA;Nao;10x30;LINEAR S 4412-WHITE MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;ACETINADO
8043562;LINEAR S 44C9 BONE BR 4X12;FP;pc;BIQUEIMA;Nao;10x30;LINEAR S 44C9 BONE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8043581;LINEAR S 44C9 BONE MA 4X12;FP;pc;BIQUEIMA;Nao;10x30;LINEAR S 44C9 BONE MA;MATE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8043561;LINEAR S 44C9 DOVE BR 4X12;FP;pc;BIQUEIMA;Nao;10x30;LINEAR S 44C9 DOVE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8043580;LINEAR S 44C9 DOVE MA 4X12;FP;pc;BIQUEIMA;Nao;10x30;LINEAR S 44C9 DOVE MA;MATE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8043560;LINEAR S 44C9 LIGHT GRAY BR 4X12;FP;pc;BIQUEIMA;Nao;10x30;LINEAR S 44C9 LIGHT GRAY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8043579;LINEAR S 44C9 LIGHT GRAY MA 4X12;FP;pc;BIQUEIMA;Nao;10x30;LINEAR S 44C9 LIGHT GRAY MA;MATE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
