CodigoOriginal;DescOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;PrensadoOriginal;Dimensao;Nome Mae;Acabamento Superficie;Unidade Pai;Polo;Item Fundo;PrensadoFundo;SituacaoFundo;UnidadePaiFundo;PoloFundo;ClonesLista;PrensadoRevisado;Validado;UnidadePaiNorm;DimensaoNorm;AcabamentoNorm
8035507;LINEAR S-44C9 BLACK BR 4'X12';FP;pc;MONOPOROSA;Nao;10x30;LINEAR S-44C9 BLACK BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8035508;LINEAR S-44C9 BLACK MA 4'X12';FP;pc;MONOPOROSA;Nao;10x30;LINEAR S-44C9 BLACK MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;ACETINADO
8029277;LINEAR S-44C9 BONE BR 4'X12';FP;pc;MONOPOROSA;Nao;10x30;LINEAR S-44C9 BONE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8029279;LINEAR S-44C9 BONE MA 4'X12';FP;pc;MONOPOROSA;Nao;10x30;LINEAR S-44C9 BONE MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;ACETINADO
8029281;LINEAR S-44C9 CIMENTO BR 4'X12';FP;pc;MONOPOROSA;Nao;10x30;LINEAR S-44C9 CIMENTO BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8029283;LINEAR S-44C9 CIMENTO MA 4'X12';FP;pc;MONOPOROSA;Nao;10x30;LINEAR S-44C9 CIMENTO MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;ACETINADO
8041206;LINEAR S-44C9 CREAM BR 4'X12';FP;pc;MONOPOROSA;Nao;10x30;LINEAR S-44C9 CREAM BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8033690;LINEAR S-44C9 GRAY BR 4'X12';FP;pc;MONOPOROSA;Nao;10x30;LINEAR S-44C9 GRAY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8033691;LINEAR S-44C9 GRAY MA 4'X12';FP;pc;MONOPOROSA;Nao;10x30;LINEAR S-44C9 GRAY MA;ACETINADO;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;ACETINADO
8029273;LINEAR S-44C9 WHITE BR 4'X12';FP;pc;BIQUEIMA;Nao;10x30;LINEAR S-44C9 WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8029275;LINEAR S-44C9 WHITE MA 4'X12';FP;pc;BIQUEIMA;Nao;10x30;LINEAR S-44C9 WHITE MA;MATE;Pecas Especiais;Mohawk (SC);8028808;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8028809;BISCOTO SN 4449;FP;pc;MONOPOROSA;Nao;10x10;BISCOTO SN 4449;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8027135;COLOR SN 4449-1812 OVERTURE BR;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-1812 OVERTURE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8027136;COLOR SN 4449-1812 OVERTURE MA;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-1812 OVERTURE MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;ACETINADO
8027131;COLOR SN 4449-A PERFECT TEN BR;FP;pc;BIQUEIMA;Nao;10x10;COLOR SN 4449-A PERFECT TEN BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8027132;COLOR SN 4449-A PERFECT TEN MA;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-A PERFECT TEN MA;MATE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8027133;COLOR SN 4449-EDGE OF SEVENTEEN BR;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-EDGE OF SEVENTEEN BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8027134;COLOR SN 4449-EDGE OF SEVENTEEN MA;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-EDGE OF SEVENTEEN MA;MATE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8027127;COLOR SN 4449-EIGHT DAYS A WEEK BR;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-EIGHT DAYS A WEEK BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8027128;COLOR SN 4449-EIGHT DAYS A WEEK MA;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-EIGHT DAYS A WEEK MA;MATE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8027129;COLOR SN 4449-NINE LIVES BR;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-NINE LIVES BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8027130;COLOR SN 4449-NINE LIVES MA;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-NINE LIVES MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;ACETINADO
8027119;COLOR SN 4449-ONE OF A KIND BR;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-ONE OF A KIND BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8027120;COLOR SN 4449-ONE OF A KIND MA;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-ONE OF A KIND MA;MATE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8027125;COLOR SN 4449-SEVENTH INNING STRETCH BR;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-SEVENTH INNING STRETCH BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8027126;COLOR SN 4449-SEVENTH INNING STRETCH MA;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-SEVENTH INNING STRETCH MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;ACETINADO
8027123;COLOR SN 4449-SIXTH SENSE BR;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-SIXTH SENSE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8027124;COLOR SN 4449-SIXTH SENSE MA;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-SIXTH SENSE MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;ACETINADO
8027087;COLOR SN 4449-TEA FOR TWO BR;FP;pc;BIQUEIMA;Nao;10x10;COLOR SN 4449-TEA FOR TWO BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8027090;COLOR SN 4449-TEA FOR TWO MA;FP;pc;BIQUEIMA;Nao;10x10;COLOR SN 4449-TEA FOR TWO MA;MATE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8027121;COLOR SN 4449-THREE HOUR TOUR BR;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-THREE HOUR TOUR BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8027122;COLOR SN 4449-THREE HOUR TOUR MA;FP;pc;MONOPOROSA;Nao;10x10;COLOR SN 4449-THREE HOUR TOUR MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;ACETINADO
8041560;FUNDO BISCOITO 4X4;FP;pc;MONOPOROSA;Nao;10x10;FUNDO BISCOITO;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8043566;LINEAR SN 4449 BONE BR 4X4;FP;pc;BIQUEIMA;Nao;10x10;LINEAR SN 4449 BONE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8043585;LINEAR SN 4449 BONE MA 4X4;FP;pc;BIQUEIMA;Nao;10x10;LINEAR SN 4449 BONE MA;MATE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8043565;LINEAR SN 4449 DOVE BR 4X4;FP;pc;MONOPOROSA;Nao;10x10;LINEAR SN 4449 DOVE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8043584;LINEAR SN 4449 DOVE MA 4X4;FP;pc;MONOPOROSA;Nao;10x10;LINEAR SN 4449 DOVE MA;MATE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8043564;LINEAR SN 4449 LIGHT GRAY BR 4X4;FP;pc;BIQUEIMA;Nao;10x10;LINEAR SN 4449 LIGHT GRAY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8043583;LINEAR SN 4449 LIGHT GRAY MA 4X4;FP;pc;BIQUEIMA;Nao;10x10;LINEAR SN 4449 LIGHT GRAY MA;MATE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8029278;LINEAR SN-4449 BONE BR 4'X4';FP;pc;MONOPOROSA;Nao;10x10;LINEAR SN-4449 BONE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8029280;LINEAR SN-4449 BONE MA 4'X4';FP;pc;MONOPOROSA;Nao;10x10;LINEAR SN-4449 BONE MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;ACETINADO
8029282;LINEAR SN-4449 CIMENTO BR 4'X4';FP;pc;MONOPOROSA;Nao;10x10;LINEAR SN-4449 CIMENTO BR;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8029284;LINEAR SN-4449 CIMENTO MA 4'X4';FP;pc;MONOPOROSA;Nao;10x10;LINEAR SN-4449 CIMENTO MA;ACETINADO;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X10;ACETINADO
8036486;"LINEAR SN-4449 GRAY BR 4""X4""";FP;pc;MONOPOROSA;Nao;10x10;LINEAR SN-4449 GRAY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8036487;"LINEAR SN-4449 GRAY MA 4""X4""";FP;pc;MONOPOROSA;Nao;10x10;LINEAR SN-4449 GRAY MA;MATE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8029274;LINEAR SN-4449 WHITE BR 4'X4';FP;pc;BIQUEIMA;Nao;10x10;LINEAR SN-4449 WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8029276;LINEAR SN-4449 WHITE MA 4'X4';FP;pc;BIQUEIMA;Nao;10x10;LINEAR SN-4449 WHITE MA;MATE;Pecas Especiais;Mohawk (SC);8028809;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8041589;NATURAL CANTO SN 4449 BRANCO AC 10x10;FP;pc;BIQUEIMA;Nao;10x10;NATURAL CANTO BRANCO MA;ACETINADO;Pecas Especiais;Mohawk (SC);8041560;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;ACETINADO
8041588;NATURAL CANTO SN 4449 BRANCO BR 10x10;FP;pc;BIQUEIMA;Nao;10x10;NATURAL CANTO BRANCO BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041560;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8041591;NATURAL CANTO SN 4449 CINZA AC 10x10;FP;pc;BIQUEIMA;Nao;10x10;NATURAL CANTO CINZA MA;ACETINADO;Pecas Especiais;Mohawk (SC);8041560;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;ACETINADO
8041590;NATURAL CANTO SN 4449 CINZA BR 10x10;FP;pc;BIQUEIMA;Nao;10x10;NATURAL CANTO CINZA BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041560;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8041219;SN 4449 GREY BR 4X4;FP;pc;BIQUEIMA;Nao;10x10;SN 4449 GREY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041560;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8041220;SN 4449 GREY MA 4X4;FP;pc;BIQUEIMA;Nao;10x10;SN 4449 GREY MA;MATE;Pecas Especiais;Mohawk (SC);8041560;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8041217;SN 4449 WHITE BR 4X4;FP;pc;BIQUEIMA;Nao;10x10;SN 4449 WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041560;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;BRILHANTE
8041218;SN 4449 WHITE MA 4X4;FP;pc;BIQUEIMA;Nao;10x10;SN 4449 WHITE MA;MATE;Pecas Especiais;Mohawk (SC);8041560;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X10;MATE
8041248;FUNDO BISCOITO 3X6;FP;pc;MONOPOROSA;Nao;7,5X15,5;FUNDO BISCOITO;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;7.5X15.5;BRILHANTE
8041569;NATURAL RODAMEIO S 4369 BRANCO AC 7,5x15;FP;pc;BIQUEIMA;Nao;7,5X15,5;NATURAL RODAMEIO BRANCO MA;ACETINADO;Pecas Especiais;Mohawk (SC);8041248;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;7.5X15.5;ACETINADO
8041568;NATURAL RODAMEIO S 4369 BRANCO BR 7,5x15;FP;pc;BIQUEIMA;Nao;7,5X15,5;NATURAL RODAMEIO BRANCO BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041248;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;7.5X15.5;BRILHANTE
8041571;NATURAL RODAMEIO S 4369 CINZA AC 7,5x15;FP;pc;BIQUEIMA;Nao;7,5X15,5;NATURAL RODAMEIO CINZA MA;ACETINADO;Pecas Especiais;Mohawk (SC);8041248;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;7.5X15.5;ACETINADO
8041570;NATURAL RODAMEIO S 4369 CINZA BR 7,5x15;FP;pc;BIQUEIMA;Nao;7,5X15,5;NATURAL RODAMEIO CINZA BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041248;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;7.5X15.5;BRILHANTE
8041154;S 4369 GREY BR 3X6;FP;pc;BIQUEIMA;Nao;7,5X15,5;S 4369 GREY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041248;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;7.5X15.5;BRILHANTE
8041155;S 4369 GREY MA 3X6;FP;pc;BIQUEIMA;Nao;7,5X15,5;S 4369 GREY MA;MATE;Pecas Especiais;Mohawk (SC);8041248;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;7.5X15.5;MATE
8041152;S 4369 WHITE BR 3X6;FP;pc;BIQUEIMA;Nao;7,5X15,5;S 4369 WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041248;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;7.5X15.5;BRILHANTE
8041153;S 4369 WHITE MA 3X6;FP;pc;BIQUEIMA;Nao;7,5X15,5;S 4369 WHITE MA;MATE;Pecas Especiais;Mohawk (SC);8041248;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;7.5X15.5;MATE
8041249;FUNDO BISCOITO 2X6;FP;pc;MONOPOROSA;Nao;5x15;FUNDO BISCOITO;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;5X15;BRILHANTE
8041573;NATURAL RODAMEIO S 4269 BRANCO AC 5X15;FP;pc;BIQUEIMA;Nao;5x15;NATURAL RODAMEIO BRANCO MA;ACETINADO;Pecas Especiais;Mohawk (SC);8041249;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X15;ACETINADO
8041572;NATURAL RODAMEIO S 4269 BRANCO BR 5X15;FP;pc;BIQUEIMA;Nao;5x15;NATURAL RODAMEIO BRANCO BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041249;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X15;BRILHANTE
8041575;NATURAL RODAMEIO S 4269 CINZA AC 5X15;FP;pc;BIQUEIMA;Nao;5x15;NATURAL RODAMEIO CINZA MA;ACETINADO;Pecas Especiais;Mohawk (SC);8041249;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X15;ACETINADO
8041574;NATURAL RODAMEIO S 4269 CINZA BR 5X15;FP;pc;BIQUEIMA;Nao;5x15;NATURAL RODAMEIO CINZA BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041249;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X15;BRILHANTE
8041158;S 4269 GREY BR 2X6;FP;pc;BIQUEIMA;Nao;5x15;S 4269 GREY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041249;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X15;BRILHANTE
8041159;S 4269 GREY MA 2X6;FP;pc;BIQUEIMA;Nao;5x15;S 4269 GREY MA;MATE;Pecas Especiais;Mohawk (SC);8041249;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X15;MATE
8041156;S 4269 WHITE BR 2X6;FP;pc;BIQUEIMA;Nao;5x15;S 4269 WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041249;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X15;BRILHANTE
8041157;S 4269 WHITE MA 2X6;FP;pc;BIQUEIMA;Nao;5x15;S 4269 WHITE MA;MATE;Pecas Especiais;Mohawk (SC);8041249;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;5X15;MATE
8041349;FUNDO BISCOITO 10X30;FP;pc;MONOPOROSA;Nao;10x30;FUNDO BISCOITO;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8041576;NATURAL RODAMEIO S 4412 BRANCO BR 10X30;FP;pc;BIQUEIMA;Nao;10x30;NATURAL RODAMEIO BRANCO BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041349;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8041577;NATURAL RODAMEIO S 4412 BRANCO MA 10X30;FP;pc;BIQUEIMA;Nao;10x30;NATURAL RODAMEIO BRANCO MA;MATE;Pecas Especiais;Mohawk (SC);8041349;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8041578;NATURAL RODAMEIO S 4412 CINZA BR 10X30;FP;pc;BIQUEIMA;Nao;10x30;NATURAL RODAMEIO CINZA BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041349;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8041579;NATURAL RODAMEIO S 4412 CINZA MA 10X30;FP;pc;BIQUEIMA;Nao;10x30;NATURAL RODAMEIO CINZA MA;MATE;Pecas Especiais;Mohawk (SC);8041349;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8041162;S 4412 GREY BR 4X12;FP;pc;BIQUEIMA;Nao;10x30;S 4412 GREY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041349;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8041163;S 4412 GREY MA 4X12;FP;pc;BIQUEIMA;Nao;10x30;S 4412 GREY MA;MATE;Pecas Especiais;Mohawk (SC);8041349;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8041160;S 4412 WHITE BR 4X12;FP;pc;BIQUEIMA;Nao;10x30;S 4412 WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041349;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;BRILHANTE
8041161;S 4412 WHITE MA 4X12;FP;pc;BIQUEIMA;Nao;10x30;S 4412 WHITE MA;MATE;Pecas Especiais;Mohawk (SC);8041349;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X30;MATE
8041251;FUNDO BISCOITO 4X16;FP;pc;MONOPOROSA;Nao;10X40;FUNDO BISCOITO;BRILHANTE;Pecas Especiais;Mohawk (SC);;;;;;[];Nao;True;PECASESPECIAIS;10X40;BRILHANTE
8041581;NATURAL RODAMEIO S 4416 BRANCO AC 10X40;FP;pc;BIQUEIMA;Nao;10X40;NATURAL RODAMEIO BRANCO MA;ACETINADO;Pecas Especiais;Mohawk (SC);8041251;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X40;ACETINADO
8041580;NATURAL RODAMEIO S 4416 BRANCO BR 10X40;FP;pc;BIQUEIMA;Nao;10X40;NATURAL RODAMEIO BRANCO BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041251;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X40;BRILHANTE
8041583;NATURAL RODAMEIO S 4416 CINZA AC 10X40;FP;pc;BIQUEIMA;Nao;10X40;NATURAL RODAMEIO CINZA MA;ACETINADO;Pecas Especiais;Mohawk (SC);8041251;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X40;ACETINADO
8041582;NATURAL RODAMEIO S 4416 CINZA BR 10X40;FP;pc;BIQUEIMA;Nao;10X40;NATURAL RODAMEIO CINZA BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041251;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X40;BRILHANTE
8041166;S 4416 GREY BR 4X16;FP;pc;BIQUEIMA;Nao;10X40;S 4416 GREY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041251;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X40;BRILHANTE
8041167;S 4416 GREY MA 4X16;FP;pc;BIQUEIMA;Nao;10X40;S 4416 GREY MA;MATE;Pecas Especiais;Mohawk (SC);8041251;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X40;MATE
8041164;S 4416 WHITE BR 4X16;FP;pc;BIQUEIMA;Nao;10X40;S 4416 WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8041251;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X40;BRILHANTE
8041165;S 4416 WHITE MA 4X16;FP;pc;BIQUEIMA;Nao;10X40;S 4416 WHITE MA;MATE;Pecas Especiais;Mohawk (SC);8041251;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;10X40;MATE
8044128;A 106 GREY BR 1X6;FP;pc;BIQUEIMA;Nao;2,5X15;A 106 GREY BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8044166;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;2.5X15;BRILHANTE
8044129;A 106 GREY MA 1X6;FP;pc;BIQUEIMA;Nao;2,5X15;A 106 GREY MA;MATE;Pecas Especiais;Mohawk (SC);8044166;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;2.5X15;MATE
8044126;A 106 WHITE BR 1X6;FP;pc;BIQUEIMA;Nao;2,5X15;A 106 WHITE BR;BRILHANTE;Pecas Especiais;Mohawk (SC);8044166;Nao;FP;Pecas Especiais;Mohawk (SC);[];Nao;True;PECASESPECIAIS;2.5X15;BRILHANTE
