Item Fundo;Descricao;Med;Sit;Seq;Seq Alt;Dt ini val;Dt fim val;Item;Desc;Sit;Med;Emb;Desc.Emb;;;;
8062825;FUNDO BRASILIA ESM ACET 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062761;BRASILIA ESM ACET 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062826;FUNDO BRASILIA ESM EXT 61X121;M2;FP;888;1;01/06/2024;30/12/2050;8062762;BRASILIA ESM EXT 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062827;FUNDO COSMOPOLITAN CREAM ESM ACET 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062763;COSMOPOLITAN CREAM ESM ACET 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062680;SACARA CRISTAL AC 60X60 RET;M2;LB;1;0;01/12/2024;30/12/2050;8065228;MOS SACARA CRISTAL QUADRA AC 30X30R;FP;pc;;;;;;
8062688;VENUS ALPE AC 60X60 RET;M2;LB;1;0;01/11/2024;30/12/2050;8064802;MOS VENUS ALPE HEX AC 30X30R;FP;pc;;;;;;
8062688;VENUS ALPE AC 60X60 RET;M2;LB;1;0;01/12/2024;30/12/2050;8065229;MOS VENUS ALPE QUADRA AC 30X30R;FP;pc;;;;;;
8062828;FUNDO COSMOPOLITAN CREAM ESM EXT 61X121;M2;FP;888;1;01/06/2024;30/12/2050;8062764;COSMOPOLITAN CREAM ESM EXT 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062829;FUNDO ELEMENT WHITE ESM EXT 61X121;M2;FP;888;1;01/06/2024;30/12/2050;8062765;ELEMENT WHITE ESM EXT 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062830;FUNDO OURO BRANCO ESM ACET 61X121;M2;FP;888;1;01/06/2024;30/12/2050;8062766;OURO BRANCO ESM ACET 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062832;FUNDO MONT SERRAT ESM ACET 61X121;M2;FP;888;1;01/06/2024;30/12/2050;8062767;MONT SERRAT ESM ACET 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062833;FUNDO RIPADO ROCHA ESM EXT 61X121;M2;FP;888;1;01/06/2024;30/12/2050;8062768;RIPADO ROCHA ESM EXT 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062834;FUNDO COSMOPOLITAN SOFT ESM EXT 61X121;M2;FP;888;1;01/06/2024;30/12/2050;8062769;COSMOPOLITAN SOFT ESM EXT 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062835;FUNDO COSMOPOLITAN DARK ESM ACET 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062771;COSMOPOLITAN DARK ESM ACET 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062836;FUNDO COSMOPOLITAN SOFT ESM ACET 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062772;COSMOPOLITAN SOFT ESM ACET 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062837;FUNDO ELEMENT BLACK ESM EXT 61X121;M2;FP;888;1;01/06/2024;30/12/2050;8062773;ELEMENT BLACK ESM EXT 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062838;FUNDO STATUARIO CLASSICO ESM ACET 61X121;M2;FP;888;1;01/06/2024;30/12/2050;8062774;STATUARIO CLASSICO ESM ACET 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062839;FUNDO CRISTAL ESM ACET 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062785;CRISTAL ESM ACET 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062840;FUNDO DISTRICT ESM EXT 61X121;M2;FP;888;1;01/06/2024;30/12/2050;8062787;DISTRICT ESM EXT 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8062841;FUNDO DISTRICT ESM ACET 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062788;DISTRICT ESM ACET 60X120;FP;M2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8063013;NEUTRAL POLAR MESH BR 7,5X7,5;m2;LB;26;0;01/06/2026;30/12/2050;8071338;SAMPLE ELIANE 7,5X7,5;LB;pc;;;;;;
8063015;NEUTRAL EBANO MESH BR 7,5X7,5;m2;LB;9;0;01/06/2026;30/12/2050;8071338;SAMPLE ELIANE 7,5X7,5;LB;pc;;;;;;
8063017;NEUTRAL CARBONO MESH BR 7,5X7,5;m2;LB;7;0;01/06/2026;30/12/2050;8071338;SAMPLE ELIANE 7,5X7,5;LB;pc;;;;;;
8062964;FUNDO MONT SERRAT ESM POL 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062775;MONT SERRAT ESM POL 60X120;FP;M2;6891401;EMB.PAP.MICRO 60X120 10MM ELIZABETH PO;;;;
8062965;FUNDO CAPRAIA ESM POL 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062776;CAPRAIA ESM POL 60X120;FP;M2;6891401;EMB.PAP.MICRO 60X120 10MM ELIZABETH PO;;;;
8062966;FUNDO OURO BRANCO ESM POL 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062777;OURO BRANCO ESM POL 60X120;FP;M2;6891401;EMB.PAP.MICRO 60X120 10MM ELIZABETH PO;;;;
8062967;FUNDO DORATO ESM POL 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062778;DORATO ESM POL 60X120;FP;M2;6891401;EMB.PAP.MICRO 60X120 10MM ELIZABETH PO;;;;
8062968;FUNDO MAXIBLUE ESM POL 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062779;MAXIBLUE ESM POL 60X120;FP;M2;6891401;EMB.PAP.MICRO 60X120 10MM ELIZABETH PO;;;;
8062969;FUNDO MAXISILVER ESM POL 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062780;MAXISILVER ESM POL 60X120;FP;M2;6891401;EMB.PAP.MICRO 60X120 10MM ELIZABETH PO;;;;
8062970;FUNDO NOBILE GRIS ESM POL 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062781;NOBILE GRIS ESM POL 60X120;FP;M2;6891401;EMB.PAP.MICRO 60X120 10MM ELIZABETH PO;;;;
8062971;FUNDO NOBILE NUDE ESM POL 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062782;NOBILE NUDE ESM POL 60X120;FP;M2;6891401;EMB.PAP.MICRO 60X120 10MM ELIZABETH PO;;;;
8062972;FUNDO STATUARIO CLASSICO ESM POL 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062783;STATUARIO CLASSICO ESM POL 60X120;FP;M2;6891401;EMB.PAP.MICRO 60X120 10MM ELIZABETH PO;;;;
8062973;FUNDO VIENA ESM POL 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062784;VIENA ESM POL 60X120;FP;M2;6891401;EMB.PAP.MICRO 60X120 10MM ELIZABETH PO;;;;
8062974;FUNDO CRISTAL ESM POL 61X121;M2;FP;1;1;01/06/2024;30/12/2050;8062786;CRISTAL ESM POL 60X120;FP;M2;6891401;EMB.PAP.MICRO 60X120 10MM ELIZABETH PO;;;;
8063199;FUNDO DOLMEN CINZA PO 122,4X122,4;m2;FP;888;1;01/06/2024;30/12/2050;8063198;DOLMEN CINZA PO 120X120;FP;m2;6916990;EMB.OND.MICRO 120X120 ELIANE ONDA E;;;;
8063210;FUNDO CASSINI BRUT PO 122,4X122,4;m2;FP;1;1;01/06/2024;30/12/2050;8063209;CASSINI BRUT PO 120X120;FP;m2;6916990;EMB.OND.MICRO 120X120 ELIANE ONDA E;;;;
8063220;FUNDO CASSINI BRUT AC 122,4X122,4;m2;FP;1;1;01/06/2024;30/12/2050;8063219;CASSINI BRUT AC 120X120;FP;m2;6916990;EMB.OND.MICRO 120X120 ELIANE ONDA E;;;;
8062816;FUNDO SACARA CRISTAL AC 61X121;M2;PL;1;1;01/06/2024;30/12/2050;8062678;SACARA CRISTAL AC 60X120;LB;M2;6868088;EMB.PAP.MICRO 60X120 ELIANE PARDA 9,5MM;;;;
8062817;FUNDO VENUS ALPE AC 61X121;M2;PL;1;1;01/06/2024;30/12/2050;8062684;VENUS ALPE AC 60X120;LB;M2;6868088;EMB.PAP.MICRO 60X120 ELIANE PARDA 9,5MM;;;;
8062678;SACARA CRISTAL AC 60X120;M2;LB;6;0;01/09/2025;30/12/2050;8068742;SAMPLE BOARD GALAXY;LB;pc;;;;;;
8062678;SACARA CRISTAL AC 60X120;M2;LB;23;0;14/09/2026;30/12/2050;8070128;SAMPLE LANCAMENTO ELIANE 2026;FP;pc;;;;;;
8062684;VENUS ALPE AC 60X120;M2;LB;4;0;01/09/2025;30/12/2050;8068742;SAMPLE BOARD GALAXY;LB;pc;;;;;;
8062679;SACARA CRISTAL PO 60X120;M2;LB;5;0;01/09/2025;30/12/2050;8068742;SAMPLE BOARD GALAXY;LB;pc;;;;;;
8062685;VENUS ALPE PO 60X120;M2;LB;3;0;01/09/2025;30/12/2050;8068742;SAMPLE BOARD GALAXY;LB;pc;;;;;;
8063234;FUNDO CIMENTICIO CINZA AC 91X91;m2;PL;1;1;01/06/2024;30/12/2050;8063223;CIMENTICIO CINZA AC 90X90;PL;m2;6868099;EMB.PAP.MICRO 90X90 ELIANE PARDA 10MM;;;;
8063235;FUNDO CIMENTICIO BEGE AC 91X91;m2;PL;1;1;01/06/2024;30/12/2050;8063224;CIMENTICIO BEGE AC 90X90;PL;m2;6868099;EMB.PAP.MICRO 90X90 ELIANE PARDA 10MM;;;;
8063236;FUNDO MARMORIZADO PO 91X91;m2;PL;1;1;01/06/2024;30/12/2050;8063225;MARMORIZADO PO 90X90;PL;m2;6868099;EMB.PAP.MICRO 90X90 ELIANE PARDA 10MM;;;;
8063238;FUNDO MARMORIZADO 2 AC 61X121,2;M2;PL;888;1;01/06/2024;30/12/2050;8063229;MARMORIZADO 2 AC 60X120;PL;m2;6868088;EMB.PAP.MICRO 60X120 ELIANE PARDA 9,5MM;;;;
8063239;FUNDO MADEIRA AC 61X121,2;m2;PL;888;1;01/06/2024;30/12/2050;8063232;MADEIRA AC 19,7X120;PL;m2;6868067;EMB.PAP.MICRO 19,7X120 ELIANE 9,5MM;;;;
8063240;FUNDO MADEIRA EXT 61X121,2;m2;PL;888;1;01/06/2024;30/12/2050;8063233;MADEIRA EXT 19,7X120;PL;m2;6868067;EMB.PAP.MICRO 19,7X120 ELIANE 9,5MM;;;;
8063237;FUNDO MARMORIZADO 1 AC 61X121,2;M2;PL;888;1;01/06/2024;30/12/2050;8063228;MARMORIZADO 1 AC 60X120;PL;m2;6868088;EMB.PAP.MICRO 60X120 ELIANE PARDA 9,5MM;;;;
8063184;FUNDO MUNARI CIMENTO AC 61X61;m2;FP;10;1;01/06/2024;30/12/2050;8063111;MUNARI CIMENTO AC 60X60 RET;FP;M2;6777007;EMB.PAP.OND.MICRO 60X60 PARDA 8,5 ELI.II;;;;
8063185;FUNDO MUNARI BRANCO AC 61X61;m2;FP;10;1;01/06/2024;30/12/2050;8063112;MUNARI BRANCO AC 60X60 RET;FP;M2;6777007;EMB.PAP.OND.MICRO 60X60 PARDA 8,5 ELI.II;;;;
8063186;FUNDO MUNARI MARFIM AC 61X61;m2;FP;10;1;01/06/2024;30/12/2050;8063113;MUNARI MARFIM AC 60X60 RET;FP;M2;6777007;EMB.PAP.OND.MICRO 60X60 PARDA 8,5 ELI.II;;;;
8063187;FUNDO BLEND PLUS GREY AC 61X61;m2;FP;12;1;01/06/2024;30/12/2050;8063114;BLEND PLUS GREY AC 60X60 RET;FP;M2;6777007;EMB.PAP.OND.MICRO 60X60 PARDA 8,5 ELI.II;;;;
8063188;FUNDO MUNARI CONCRETO AC 61X61;m2;FP;10;1;01/06/2024;30/12/2050;8063115;MUNARI CONCRETO AC 60X60 RET;FP;M2;6777007;EMB.PAP.OND.MICRO 60X60 PARDA 8,5 ELI.II;;;;
8063189;FUNDO ARTICO ALPE AC 61X61;m2;FP;10;1;01/06/2024;30/12/2050;8063116;ARTICO ALPE AC 60X60 RET;FP;M2;6777007;EMB.PAP.OND.MICRO 60X60 PARDA 8,5 ELI.II;;;;
8062867;FUNDO KHALI OFF WHITE AC 31X61;m2;FP;9;1;01/06/2024;30/12/2050;8062676;KHALI OFF WHITE AC 30X60 RET;LB;M2;6906474;EMB.PAP.OND.30X60 BANDEJA 8,5MM PARDA;;;;
8062869;FUNDO SACARA CRISTAL AC 31X61;m2;FP;806;0;02/07/2026;30/12/2050;8062682;SACARA CRISTAL AC 30X60 RET;LB;M2;6906474;EMB.PAP.OND.30X60 BANDEJA 8,5MM PARDA;;;;
8062871;FUNDO VENUS ALPE AC 31X61;m2;FP;806;0;02/07/2026;30/12/2050;8062686;VENUS ALPE AC 30X60 RET;LB;M2;6906474;EMB.PAP.OND.30X60 BANDEJA 8,5MM PARDA;;;;
8062868;FUNDO KHALI OFF WHITE PO 31X61;m2;FP;1;0;04/12/2024;30/12/2050;8062677;KHALI OFF WHITE PO 30X60R;LB;M2;6906474;EMB.PAP.OND.30X60 BANDEJA 8,5MM PARDA;;;;
8062870;FUNDO SACARA CRISTAL PO 31X61;m2;FP;1;0;04/12/2024;30/12/2050;8062683;SACARA CRISTAL PO 30X60R;LB;M2;6906474;EMB.PAP.OND.30X60 BANDEJA 8,5MM PARDA;;;;
8063038;FUNDO PLACE PO 31X61;m2;FP;1;0;04/12/2024;30/12/2050;8063035;PLACE PO 30X60R;FP;M2;6906474;EMB.PAP.OND.30X60 BANDEJA 8,5MM PARDA;;;;
8063098;FUNDO VENUS ALPE PO 31X61;m2;FP;3;0;04/12/2024;30/12/2050;8063097;VENUS ALPE PO 30X60R;LB;M2;6906474;EMB.PAP.OND.30X60 BANDEJA 8,5MM PARDA;;;;
8062676;KHALI OFF WHITE AC 30X60 RET;M2;LB;1;0;02/02/2025;30/12/2050;8063880;MOS KHALI OFF WHITE QUADRA AC 30X30R;LB;pc;6932374;EMB.PAP.OND.MOSAICO.QUADRA.ELI;;;;
8062676;KHALI OFF WHITE AC 30X60 RET;M2;LB;2;0;01/12/2024;30/12/2050;8064877;SAMPLE BOARD CELESTIAL;FP;pc;;;;;;
8062676;KHALI OFF WHITE AC 30X60 RET;M2;LB;1;0;01/12/2024;30/12/2050;8064886;SAMPLE FOLDER KHALI OFF WHITE;FP;pc;;;;;;
8062682;SACARA CRISTAL AC 30X60 RET;M2;LB;1;0;13/02/2025;30/12/2050;8063876;MOS SACARA CRISTAL QUADRA AC 30X30R;LB;pc;;;;;;
8062682;SACARA CRISTAL AC 30X60 RET;M2;LB;3;0;01/12/2024;30/12/2050;8064877;SAMPLE BOARD CELESTIAL;FP;pc;;;;;;
8062682;SACARA CRISTAL AC 30X60 RET;M2;LB;1;0;01/12/2024;30/12/2050;8064888;SAMPLE FOLDER SACARA;LB;pc;;;;;;
8062686;VENUS ALPE AC 30X60 RET;M2;LB;1;0;02/02/2025;30/12/2050;8063878;MOS VENUS ALPE QUADRA AC 30X30R;LB;pc;6932374;EMB.PAP.OND.MOSAICO.QUADRA.ELI;;;;
8062686;VENUS ALPE AC 30X60 RET;M2;LB;5;0;01/12/2024;30/12/2050;8064877;SAMPLE BOARD CELESTIAL;FP;pc;;;;;;
8062686;VENUS ALPE AC 30X60 RET;M2;LB;1;0;01/12/2024;30/12/2050;8064887;SAMPLE FOLDER VENUS;LB;pc;;;;;;
8062677;KHALI OFF WHITE PO 30X60R;M2;LB;1;0;02/02/2025;30/12/2050;8063881;MOS KHALI OFF WHITE QUADRA PO 30X30R;LB;pc;6932374;EMB.PAP.OND.MOSAICO.QUADRA.ELI;;;;
8062677;KHALI OFF WHITE PO 30X60R;M2;LB;1;0;01/12/2024;30/12/2050;8064877;SAMPLE BOARD CELESTIAL;FP;pc;;;;;;
8062677;KHALI OFF WHITE PO 30X60R;M2;LB;2;0;01/12/2024;30/12/2050;8064886;SAMPLE FOLDER KHALI OFF WHITE;FP;pc;;;;;;
8062683;SACARA CRISTAL PO 30X60R;M2;LB;1;0;02/02/2025;30/12/2050;8063877;MOS SACARA CRISTAL QUADRA PO 30X30R;LB;pc;6932374;EMB.PAP.OND.MOSAICO.QUADRA.ELI;;;;
8062683;SACARA CRISTAL PO 30X60R;M2;LB;4;0;01/12/2024;30/12/2050;8064877;SAMPLE BOARD CELESTIAL;FP;pc;;;;;;
8062683;SACARA CRISTAL PO 30X60R;M2;LB;2;0;01/12/2024;30/12/2050;8064888;SAMPLE FOLDER SACARA;LB;pc;;;;;;
8063097;VENUS ALPE PO 30X60R;M2;LB;1;0;02/02/2025;30/12/2050;8063879;MOS VENUS ALPE QUADRA PO 30X30R;LB;pc;6932374;EMB.PAP.OND.MOSAICO.QUADRA.ELI;;;;
8063097;VENUS ALPE PO 30X60R;M2;LB;6;0;01/12/2024;30/12/2050;8064877;SAMPLE BOARD CELESTIAL;FP;pc;;;;;;
8063097;VENUS ALPE PO 30X60R;M2;LB;2;0;01/12/2024;30/12/2050;8064887;SAMPLE FOLDER VENUS;LB;pc;;;;;;
8063195;FUNDO KHALI EDRO OFF WHITE AC 33X61;m2;FP;1;1;02/09/2024;30/12/2050;8063192;KHALI EDRO OFF WHITE AC 32X60R;LB;M2;6868084;EMB.PAP.OND.MICRO.32X60-9,3MM. ELIANE;;;;
8063196;FUNDO SACARA EDRO CRISTAL AC 33X61;m2;FP;1;1;01/06/2024;30/12/2050;8063193;SACARA EDRO CRISTAL AC 32X60R;LB;M2;6868084;EMB.PAP.OND.MICRO.32X60-9,3MM. ELIANE;;;;
8063197;FUNDO VENUS EDRO ALPE AC 33X61;m2;FP;1;1;01/06/2024;30/12/2050;8063194;VENUS EDRO ALPE AC 32X60R;LB;M2;6868084;EMB.PAP.OND.MICRO.32X60-9,3MM. ELIANE;;;;
8063192;KHALI EDRO OFF WHITE AC 32X60R;M2;LB;7;0;01/04/2025;30/12/2050;8066158;SAMPLE BOX LANÇAMENTOS ELIANE 2025;FP;pc;;;;;;
8063193;SACARA EDRO CRISTAL AC 32X60R;M2;LB;8;0;01/04/2025;30/12/2050;8066158;SAMPLE BOX LANÇAMENTOS ELIANE 2025;FP;pc;;;;;;
8063194;VENUS EDRO ALPE AC 32X60R;M2;LB;9;0;01/04/2025;30/12/2050;8066158;SAMPLE BOX LANÇAMENTOS ELIANE 2025;FP;pc;;;;;;
8061255;PURUS ESM ACET 64X64;M2;FP;45;1;16/12/2024;30/12/2050;8062742;PURUS ESM ACET 62X62 RET;FP;M2;6899885;EMB.PAP.OND.62X62CM RETIFICADO;;;;
8061256;PURUS ESM BRILH 64X64;M2;FP;65;1;16/12/2024;30/12/2050;8062743;PURUS ESM BRILH 62X62 RET;FP;M2;6899885;EMB.PAP.OND.62X62CM RETIFICADO;;;;
8061257;BENI ESM ACET 64X64;M2;FP;54;1;13/12/2024;30/12/2050;8062744;BENI ESM ACET 62X62 RET;FP;M2;6899885;EMB.PAP.OND.62X62CM RETIFICADO;;;;
8061258;BENI ESM BRILH 64X64;M2;FP;35;1;13/12/2024;30/12/2050;8062745;BENI ESM BRILH 62X62 RET;FP;M2;6899885;EMB.PAP.OND.62X62CM RETIFICADO;;;;
8061259;JURUA ESM ACET 64X64;M2;FP;65;1;16/12/2024;30/12/2050;8062746;JURUA ESM ACET 62X62 RET;FP;M2;6899885;EMB.PAP.OND.62X62CM RETIFICADO;;;;
8061260;JURUA ESM BRILH 64X64;M2;FP;87;1;16/12/2024;30/12/2050;8062747;JURUA ESM BRILH 62X62 RET;FP;M2;6899885;EMB.PAP.OND.62X62CM RETIFICADO;;;;
8061271;TIROL ESM ACET 64X64;M2;FP;69;1;16/12/2024;30/12/2050;8062748;TIROL ESM ACET 62X62 RET;FP;M2;6899885;EMB.PAP.OND.62X62CM RETIFICADO;;;;
8061277;BOULEVARD ESM EXT 64X64;M2;FP;78;1;13/12/2024;30/12/2050;8062749;BOULEVARD ESM EXT 62X62 RET;FP;M2;6899885;EMB.PAP.OND.62X62CM RETIFICADO;;;;
8061278;MORRETES ESM BRILH 64X64;M2;FP;32;1;16/12/2024;30/12/2050;8062750;MORRETES ESM BRILH 62X62 RET;FP;M2;6899885;EMB.PAP.OND.62X62CM RETIFICADO;;;;
8063200;JURUA ESM ACET 33,5X67;M2;FP;35;1;16/12/2024;30/12/2050;8062760;JURUA ESM ACET 32X66 RET;FP;M2;6899884;EMB.PAP.OND.32X66CM RETIFICADO;;;;
8063201;JURUA ESM BRILH 33,5X67;M2;FP;56;1;16/12/2024;30/12/2050;8062759;JURUA ESM BRILH 32X66 RET;FP;M2;6899884;EMB.PAP.OND.32X66CM RETIFICADO;;;;
8063202;BENI ESM ACET 33,5X67;M2;FP;65;1;13/12/2024;30/12/2050;8062758;BENI ESM ACET 32X66 RET;FP;M2;6899884;EMB.PAP.OND.32X66CM RETIFICADO;;;;
8063203;BENI ESM BRILH 33,5X67;M2;FP;35;1;13/12/2024;30/12/2050;8062757;BENI ESM BRILH 32X66 RET;FP;M2;6899884;EMB.PAP.OND.32X66CM RETIFICADO;;;;
8063204;PURUS ESM ACET 33,5X67;M2;FP;65;1;16/12/2024;30/12/2050;8062756;PURUS ESM ACET 32X66 RET;FP;M2;6899884;EMB.PAP.OND.32X66CM RETIFICADO;;;;
8063205;PURUS ESM BRILH 33,5X67;M2;FP;65;1;16/12/2024;30/12/2050;8062755;PURUS ESM BRILH 32X66 RET;FP;M2;6899884;EMB.PAP.OND.32X66CM RETIFICADO;;;;
8063206;GAROA ESM ACET 33,5X67;M2;FP;87;1;13/12/2024;30/12/2050;8060902;GAROA ESM ACET 32X66;FP;M2;6899884;EMB.PAP.OND.32X66CM RETIFICADO;;;;
8063207;BAILARINA ESM BRILH 33,5X67;M2;FP;123;1;10/12/2024;30/12/2050;8060892;BAILARINA ESM BRILH 32X66;FP;M2;6899884;EMB.PAP.OND.32X66CM RETIFICADO;;;;
8063208;APICE ESM BRILH 33,5X67;M2;FP;516;1;10/12/2024;30/12/2050;8060890;APICE ESM BRILH 32X66;FP;M2;6899884;EMB.PAP.OND.32X66CM RETIFICADO;;;;
8063376;FUNDO METROPOLE PORTLAND AC 122,4X122,4;m2;FP;1;1;01/07/2024;30/12/2050;8063372;METROPOLE PORTLAND AC 120X120;FP;m2;6916990;EMB.OND.MICRO 120X120 ELIANE ONDA E;;;;
8063377;FUNDO METROPOLE PORTLAND EXT 122,4X122,4;m2;FP;1;1;01/07/2024;30/12/2050;8063373;METROPOLE PORTLAND EXT 120X120;FP;m2;6916990;EMB.OND.MICRO 120X120 ELIANE ONDA E;;;;
8063378;FUNDO METROPOLE PORTLAND AC 91X91;m2;FP;1;1;01/07/2024;30/12/2050;8063374;METROPOLE PORTLAND AC 90X90;FP;m2;6868099;EMB.PAP.MICRO 90X90 ELIANE PARDA 10MM;;;;
8063379;FUNDO METROPOLE PORTLAND EXT 91X91;m2;FP;1;1;01/07/2024;30/12/2050;8063375;METROPOLE PORTLAND EXT 90X90;FP;m2;6868099;EMB.PAP.MICRO 90X90 ELIANE PARDA 10MM;;;;
8063012;NEUTRAL POLAR MESH MA 7,5X7,5;m2;LB;27;0;01/06/2026;30/12/2050;8071338;SAMPLE ELIANE 7,5X7,5;LB;pc;;;;;;
8063014;NEUTRAL EBANO MESH MA 7,5X7,5;m2;LB;10;0;01/06/2026;30/12/2050;8071338;SAMPLE ELIANE 7,5X7,5;LB;pc;;;;;;
8063016;NEUTRAL CARBONO MESH MA 7,5X7,5;m2;LB;8;0;01/06/2026;30/12/2050;8071338;SAMPLE ELIANE 7,5X7,5;LB;pc;;;;;;
8063500;FUNDO METROPOLE PORTLAND AC 91X91;m2;FP;1;1;03/12/2025;30/12/2050;8063496;METROPOLE PORTLAND AC 90X90;FP;m2;6868074;EMB.PAP.OND.MICRO.900X900.10MM.ELIANE;;;;
8063501;FUNDO METROPOLE PORTLAND EXT 91X91;m2;FP;1;1;01/07/2024;30/12/2050;8063497;METROPOLE PORTLAND EXT 90X90;FP;m2;6868074;EMB.PAP.OND.MICRO.900X900.10MM.ELIANE;;;;
8063497;METROPOLE PORTLAND EXT 90X90;m2;FP;3;0;01/06/2026;30/12/2050;8071393;BORDA METROPOLE PORTLAND EXT 2,5X90;LB;pc;6925303;EMB.PAP.OND.BORDA.PGL.2,5X90;;;;
8063524;FUNDO IMIGRANTES ESM ACET 101X101;m2;FP;1;1;01/07/2024;30/12/2050;8063521;IMIGRANTES ESM ACET 100X100;LB;m2;6900324;EMB.PAP.OND.MICRO.1000X1000 ELIZABETH;;;;
8063525;FUNDO IMIGRANTES ESM EXT 101X101;m2;FP;1;1;01/07/2024;30/12/2050;8063523;IMIGRANTES ESM EXT 100X100;LB;m2;6900324;EMB.PAP.OND.MICRO.1000X1000 ELIZABETH;;;;
8063510;FUND MYSTONE GRIS FLUERY BIANCO AC 31X61;M2;FP;1;1;01/07/2024;30/12/2050;8063509;MYSTONE GRIS FLUERY BIANCO AC 30X60R;FP;M2;6907597;EMB.PAP.OND.30X60X8,5 RET.BDJA.PARDA DT;;;;
8063360;FORMA BRANCO AC 33X61;M2;FP;1;1;01/07/2024;30/12/2050;8063364;FORMA BRANCO AC 32X60;FP;M2;6907681;EMB.PAP.MICRO 32X60 7,4MM 12PCS ELIANE;;;;
8063361;FORMA BRANCO BR 33X61;M2;FP;888;1;01/07/2024;30/12/2050;8063365;FORMA BRANCO BR 32X60;FP;M2;6907681;EMB.PAP.MICRO 32X60 7,4MM 12PCS ELIANE;;;;
8063362;FORMA CIMENTO AC 33X61;M2;FP;1;1;01/07/2024;30/12/2050;8063366;FORMA CIMENTO AC 32X60;FP;M2;6907681;EMB.PAP.MICRO 32X60 7,4MM 12PCS ELIANE;;;;
8063363;FORMA FENDI AC 33X61;M2;FP;1;1;01/07/2024;30/12/2050;8063367;FORMA FENDI AC 32X60;FP;M2;6907681;EMB.PAP.MICRO 32X60 7,4MM 12PCS ELIANE;;;;
8070195;SENSI VIGA EXT 3D 90X90R;m2;FP;3;0;01/06/2026;30/12/2050;8071404;BORDA SENSI VIGA EXT 3D 2,5X90R;LB;pc;6925303;EMB.PAP.OND.BORDA.PGL.2,5X90;;;;
8063556;FUNDO ONIX CRISTAL AC 122,4X122,4;m2;FP;1;1;01/07/2024;30/12/2050;8063554;ONIX CRISTAL AC 120X120;FP;m2;6916990;EMB.OND.MICRO 120X120 ELIANE ONDA E;;;;
8063557;FUNDO ONIX CRISTAL PO 122,4X122,4;M2;FP;1;1;01/07/2024;30/12/2050;8063555;ONIX CRISTAL PO 120X120;FP;M2;6916990;EMB.OND.MICRO 120X120 ELIANE ONDA E;;;;
8063266;FUNDO SMOOTH CREAM ESM ACET 61X121,2;m2;PL;1;1;01/07/2024;30/12/2050;8063242;SMOOTH CREAM ESM ACET 60X120;PL;m2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
8063267;FUNDO SMOOTH SOFT ESM ACET 61X121,2;m2;PL;1;1;01/07/2024;30/12/2050;8063243;SMOOTH SOFT ESM ACET 60X120;PL;m2;6906633;EMB.PAP.MICRO.60X120 ELIZABETH 9,5MM;;;;
